Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Power,Torque,Displacement,Fuel_Tank_Capacity,Type,Body_Type,Seating_Capacity,ARAI_Certified_Mileage,Length,Width,Height,Kerb_Weight,Ground_Clearance,Front_Brakes,Rear_Brakes,ABS_(Anti-lock_Braking_System),Airbags
Tata,Nexon Ev,Xz Plus,"Rs. 14,99,000",Electric,129PS,245Nm,,,Automatic,SUV,5.0,,3994 mm,1811 mm,1607 mm,,205 mm,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Nexon Ev,Xz Plus Lux,"Rs. 15,99,000",Electric,129PS,245Nm,,,Automatic,SUV,5.0,,3994 mm,1811 mm,1607 mm,,205 mm,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elantra,S,"Rs. 15,89,000",Petrol,152PS@6200rpm,196Nm@4000rpm,1999 cc,50 litres,Manual,Sedan,5.0,14.6 km/litre,4620 mm,1800 mm,1465 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag"
Hyundai,Elantra,Sx,"Rs. 18,49,000",Petrol,152PS@6200rpm,196Nm@4000rpm,1999 cc,50 litres,Manual,Sedan,5.0,14.6 km/litre,4620 mm,1800 mm,1465 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag"
Hyundai,Elantra,Sx At,"Rs. 19,49,000",Petrol,152PS@6200rpm,196Nm@4000rpm,1999 cc,50 litres,AMT,Sedan,5.0,14.6 km/litre,4620 mm,1800 mm,1465 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag"
Hyundai,Elantra,Sx(O) At,"Rs. 20,39,000",Petrol,152PS@6200rpm,196Nm@4000rpm,1999 cc,50 litres,AMT,Sedan,5.0,14.6 km/litre,4620 mm,1800 mm,1465 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag"
Hyundai,Tucson,2Wd Mt Diesel,"Rs. 20,79,717",Diesel,185PS@4000rpm,400NM@1750rpm,1995 cc,62 litres,Manual,SUV,5.0,18.42 km/litre,4475 mm,1850 mm,1660 mm,,,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Tucson,2Wd Mt Petrol,"Rs. 18,76,656",Petrol,155PS@6200rpm,192NM@4000rpm,1999 cc,62 litres,Manual,SUV,5.0,13.03 km/litre,4475 mm,1850 mm,1660 mm,,,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Tucson,2Wd At Gl Diesel,"Rs. 23,64,354",Diesel,185PS@4000rpm,400NM@1750rpm,1995 cc,62 litres,Automatic,SUV,5.0,16.38 km/litre,4475 mm,1850 mm,1660 mm,,,Ventilated Disc,Solid Disc,Yes,"Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
Hyundai,Tucson,2Wd At Gl Petrol,"Rs. 21,87,384",Petrol,155PS@6200rpm,192NM@4000rpm,1999 cc,62 litres,Automatic,SUV,5.0,12.95 km/litre,4475 mm,1850 mm,1660 mm,,,Ventilated Disc,Solid Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag"
Hyundai,Tucson,4Wd At Gls Diesel,"Rs. 26,97,417",Diesel,185PS@4000rpm,400NM@1750rpm,1995 cc,62 litres,Automatic,SUV,5.0,16.38 km/litre,4475 mm,1850 mm,1660 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
Hyundai,Tucson,2Wd At Gls Petrol,"Rs. 23,73,522",Petrol,155PS@6200rpm,192NM@4000rpm,1999 cc,62 litres,Automatic,SUV,5.0,12.95 km/litre,4475 mm,1850 mm,1660 mm,,,Ventilated Disc,Solid Disc,Yes,"Front passenger side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag"
Hyundai,Tucson,2Wd At Gl(O) Petrol,"Rs. 22,46,749",Petrol,155PS@6200rpm,192NM@4000rpm,1999 cc,62 litres,Automatic,SUV,5.0,12.95 km/litre,4475 mm,1850 mm,1660 mm,,,Ventilated Disc,Solid Disc,Yes,"Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags, Driver frontal airbag"
Hyundai,Tucson,2Wd At Gl(O) Diesel,"Rs. 24,23,720",Diesel,185PS@4000rpm,400NM@1750rpm,1995 cc,62 litres,Automatic,SUV,5.0,16.38 km/litre,4475 mm,1850 mm,1660 mm,,,Ventilated Disc,Solid Disc,Yes,"Front passenger side airbag, Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",Diesel,180PS@3600-4000rpm,350Nm@1750-2500rpm,1968 cc,55 litres,Automatic,Sedan,5.0,17.42 km/litre,4767 mm,1832 mm,1456 mm,1535 kg,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag"
Volkswagen,Passat,2.0 Tdi Highline,"Rs. 33,21,500",Diesel,180PS@3600-4000rpm,350Nm@1750-2500rpm,1968 cc,66 litres,Automatic,Sedan,5.0,17.42 km/litre,4767 mm,1832 mm,1456 mm,1550 kg,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags"
Volkswagen,Passat,2.0 Tdi Comfortline Connect,"Rs. 25,99,000",Diesel,180PS@3600-4000rpm,350Nm@1750-2500rpm,1968 cc,55 litres,Automatic,Sedan,5.0,17.42 km/litre,4767 mm,1832 mm,1456 mm,1535 kg,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag"
Volkswagen,Passat,2.0 Tdi Highline Connect,"Rs. 28,99,000",Diesel,180PS@3600-4000rpm,350Nm@1750-2500rpm,1968 cc,66 litres,Automatic,Sedan,5.0,17.42 km/litre,4767 mm,1832 mm,1456 mm,1550 kg,,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags"
,Mercedes-Benz A-Class,180,"Rs. 27,85,288",Petrol,122PS@5000rpm,200Nm@1250-4000rpm,1595 cc,50 litres,Automatic,Hatchback,5.0,15.5 km/litre,4292 mm,1780 mm,1433 mm,1395 kg,160 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
,Mercedes-Benz A-Class,200D,"Rs. 28,86,871",Diesel,136PS@4400RPM,300Nm@1600-3000rpm,2143 cc,50 litres,Automatic,Hatchback,5.0,15.5 km/litre,4292 mm,2022 mm,1433 mm,1515 kg,160 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Rear passenger curtain airbags, Front passenger frontal airbag, Front passenger side airbag"
Volvo,V40 Cross Country,D3,"Rs. 32,83,000",Diesel,150PS@3500rpm,350Nm@1500-2750rpm,1984 cc,60 litres,Automatic,Hatchback,5.0,16.8 km/litre,4370 mm,1783 mm,1458 mm,1607 kg,132 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags"
Volvo,V40 Cross Country,T4,"Rs. 29,62,000",Petrol,180PS@5700rpm,240Nm@1600-500rpm,1596 cc,50 litres,Automatic,Hatchback,5.0,16 km/litre,4370 mm,1857 mm,1470 mm,1587 kg,132 mm,Ventilated Disc,Ventilated Disc,Yes,"Front passenger frontal airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag"
Mini,Countryman,Cooper S,"Rs. 34,90,000",Petrol,192PS@5500rpm,280Nm@1350rpm,1998 cc,47 litres,Automatic,Hatchback,5.0,14.41 km/litre,4299 mm,1822 mm,1557 mm,,,Solid Disc,Drum,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags"
Mini,Countryman,Cooper Sd,"Rs. 37,40,000",Diesel,190PS@5500rpm,400NM@1750rpm,1998 cc,47 litres,Automatic,Hatchback,5.0,19.19 km/litre,4299 mm,1822 mm,1557 mm,,,Solid Disc,Drum,Yes,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Driver frontal airbag"
Mini,Countryman,Cooper S Jcw Inspired,"Rs. 41,40,000",Petrol,192PS@5500rpm,280Nm@1350rpm,1998 cc,47 litres,Automatic,Hatchback,5.0,14.41 km/litre,4299 mm,1822 mm,1557 mm,,,Solid Disc,Drum,Yes,"Front passenger side airbag, Drive side airbag, Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag"
Mini,Countryman,Black Edition,"Rs. 42,40,000",Petrol,192PS@5500rpm,280Nm@1350rpm,1998 cc,47 litres,Automatic,Hatchback,5.0,14.41 km/litre,4299 mm,1822 mm,1557 mm,,,Solid Disc,Drum,Yes,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
,Mercedes-Benz C-Class,C 220D Prime,"Rs. 40,20,000",Diesel,192bhp@3800rpm,400Nm@1600rpm,1950 cc,66 litres,Automatic,Sedan,5.0,12.06 km/litre,4686 mm,1810 mm,1442 mm,1655 kg,157 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag"
,Mercedes-Benz C-Class,C 220D Progressive,"Rs. 46,70,000",Diesel,192bhp@3800rpm,400Nm@1600rpm,1950 cc,66 litres,Automatic,Sedan,5.0,12.06 km/litre,4686 mm,1810 mm,1442 mm,1655 kg,157 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag, Drive side airbag"
,Mercedes-Benz C-Class,C 300D Amg Line,"Rs. 49,74,750",Diesel,241bhp@4200rpm,500Nm@1600rpm,1950 cc,66 litres,Automatic,Sedan,5.0,16.05 km/litre,4686 mm,1810 mm,1442 mm,1655 kg,157 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag, Drive side airbag"
,Mercedes-Benz C-Class,C 43 Amg,"Rs. 75,00,000",Petrol,503bhp@5500rpm,700Nm@1750RPM,3982 cc,66 litres,Automatic,Coupe,5.0,1449 km/litre,4756 mm,1839 mm,1426 mm,1730 kg,112 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags, Drive side airbag"
,Mercedes-Benz C-Class,C 200 Prime,"Rs. 40,90,000",Petrol,181bhp@5800rpm,280Nm@1600rpm,1497 cc,66 litres,Automatic,Sedan,5.0,12.06 km/litre,4686 mm,1810 mm,1442 mm,1655 kg,157 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag"
,Mercedes-Benz C-Class,C 200 Progressive,"Rs. 46,54,000",Petrol,181bhp @5800rpm,280Nm@1600rpm,1497 cc,66 litres,Automatic,Sedan,5.0,12.06 km/litre,4686 mm,1810 mm,1442 mm,1655 kg,157 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Driver knee airbag"
Toyota,Prius,Z8,"Rs. 45,09,000",Hybrid,98PS@5200rpm,142Nm@3600rpm,1798 cc,43 litres,Automatic,Sedan,5.0,23.9 km/litre,4540 mm,1760 mm,1490 mm,,165 mm,Ventilated Disc,Solid Disc,Yes,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag"
Lexus,Es,300H,"Rs. 56,95,000",Hybrid,176Bhp@5700rpm,221Nm@3600-5200rpm,2487 cc,,Automatic,Sedan,5.0,17.8 km/litre,4975 mm,1865 mm,1445 mm,1670 kg,,Ventilated Disc,Solid Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags"
Lexus,Nx 300H,F-Sport,"Rs. 60,60,000",Petrol,194PS@5700rpm,210Nm@4200-4400rpm,2494 cc,56 litres,Automatic,SUV,5.0,18.3 km/litre,4.64 mm,1.845 mm,1645 mm,1905 kg,,Ventilated Disc,Solid Disc,Yes,"Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Front passenger curtain airbag"
Lexus,Nx 300H,Luxury,"Rs. 59,90,000",Petrol,194PS@5700rpm,210Nm@4200-4400rpm,2494 cc,56 litres,Automatic,SUV,5.0,18.3 km/litre,4640 mm,1845 mm,1645 mm,1785 kg,,Ventilated Disc,Solid Disc,Yes,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag"
Jaguar,F-Pace,Prestige,"Rs. 64,63,780",Diesel,180ps@5500rpm,430Nm@1750-2000rpm,1999 cc,60 litres,Automatic,SUV,5.0,16.38 km/litre,4731 mm,2175 mm,1651 mm,1830 kg,213 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger curtain airbags"
Jaguar,F-Pace,Prestige Petrol,"Rs. 64,22,809",Petrol,247bhp@5500rpm,369Nm@1300-4000rpm,1997 cc,60 litres,Automatic,SUV,5.0,21.27 km/litre,4731 mm,2175 mm,1651 mm,1830 kg,213 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger curtain airbag, Front passenger frontal airbag, Rear passenger curtain airbags"
Volvo,V90 Cross Country,D5 Inscription,"Rs. 65,31,000",Diesel,235PS@4250RPM,480Nm@1740RPM,1969 cc,60 litres,Automatic,SUV,5.0,17.2 km/litre,4950 mm,2052 mm,1543 mm,2962 kg,210 mm,Ventilated Disc,Ventilated Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",Diesel,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,1968 cc,58 litres,Automatic,Convertible,4.0,17.2 km/litre,4733 mm,1843 mm,1386 mm,1875 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag"
,Mercedes-Benz Gle,300D 4Matic,"Rs. 73,70,000",Diesel,245PS@4200rpm,500Nm@1600rpm,1950 cc,93 litres,Automatic,SUV,5.0,,4924 mm,2157 mm,1772 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Front passenger head airbag, Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,"Rs. 1,25,00,000",Diesel,330PS@3600-4200rpm,700Nm@1200-3200rpm,2925 cc,93 litres,Automatic,SUV,5.0,,4924 mm,2157 mm,1772 mm,2150 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Front passenger head airbag, Drive side airbag"
,Mercedes-Benz Cls,300D,"Rs. 84,70,000",Diesel,245Bhp@4200RPM,500Nm@1600-2400RPM,1950 cc,,Automatic,Sedan,5.0,,4988 mm,1890 mm,1435 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags"
Bmw,X7,Xdrive 40I,"Rs. 1,04,90,000",Petrol,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,2998 cc,80 litres,Automatic,SUV,7.0,13.38 km/litre,5151 mm,2000 mm,1805 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Front passenger knee airbag, Rear passenger head airbags"
Bmw,X7,Xdrive30D Dpe Signature,"Rs. 1,02,50,000",Diesel,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,2993 cc,80 litres,Automatic,SUV,7.0,13.38 km/litre,5151 mm,2000 mm,1805 mm,,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger knee airbag, Rear passenger head airbags"
Bmw,M4,Coupe,"Rs. 1,35,90,000",Petrol,431PS@7300RPM,550Nm@1850-5500rpm,2979 cc,60 litres,Automatic,Coupe,4.0,10.75 km/litre,4671 mm,1870 mm,1383 mm,1612 kg,121 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver head airbag, Driver frontal airbag, Front passenger head airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger knee airbag, Driver knee airbag, Rear passenger head airbags"
Porsche,911,Carrera S,"Rs. 1,74,20,000",Petrol,450hp@6500rpm,530Nm@5000rpm,2981 cc,64 litres,Automatic,Coupe,4.0,8.9 km/litre,4519 mm,1852 mm,1300 mm,1515 kg,,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags"
Porsche,911,Carrera S Cabriolet,"Rs. 1,88,44,000",Petrol,450hp@6500rpm,530Nm@5000rpm,2981 cc,64 litres,Automatic,Convertible,4.0,9.1 km/litre,4519 mm,1852 mm,1299 mm,1585 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Driver head airbag"
Nissan,Gtr,3.8 V6,"Rs. 2,12,40,272",Petrol,570PS@6800rpm,637Nm@3200rpm,3799 cc,74 litres,Automatic,Coupe,4.0,9 km/litre,4710 mm,1895 mm,1370 mm,1752 kg,110 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
Aston Martin,Vantage,Coupe,"Rs. 2,95,00,000",Petrol,505bhp@6000rpm,685Nm@2000-5000rpm,3982 cc,73 litres,Automatic,Coupe,2.0,8 km/litre,4465 mm,2153 mm,1273 mm,1530 kg,122 mm,Ventilated Disc,Ventilated Disc,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
Aston Martin,Rapide,Luxe,"Rs. 3,88,45,823",Petrol,560PS@6650rpm,630Nm@5500rpm,5935 cc,90.5 litres,Automatic,Sedan,4.0,12.9 km/litre,5019 mm,1929 mm,1360 mm,1990 kg,108 mm,Ventilated Disc,Ventilated Disc,Yes,"Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag"
Ferrari,812 Superfast,Superfast,"Rs. 5,20,00,000",Petrol,789 bhp @ 8500 rpm,718 Nm @ 7000 rpm,6496 cc,92 litres,Automatic,Coupe,2.0,14.9 km/litre,4657 mm,1971 mm,1276 mm,1630 kg,,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Maruti Suzuki,Alto 800 Tour,H1,"Rs. 3,54,235",Petrol,48PS@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,23.7 km/litre,3430 mm,1490 mm,1475 mm,720 kg,160 mm,Solid Disc,Drum,,
Maruti Suzuki,Alto 800 Tour,H1 (O),"Rs. 3,56,559",Petrol,48PS@6000rpm,69Nm@3500rpm,796 cc,35 litres,Manual,Hatchback,5.0,24.7 km/litre,3395 mm,1490 mm,1475 mm,720 kg,160 mm,Solid Disc,Drum,,Driver frontal airbag
Hyundai,Grand I10 Nios,Magna 1.2 Crdi,"Rs. 6,75,090",Diesel,75PS@4000rpm,190NM@1750-2250RPM,1186 cc,37 litres,Manual,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Front passenger frontal airbag, Driver frontal airbag"
Hyundai,Grand I10 Nios,Era 1.2 Vtvt,"Rs. 5,04,990",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Manual,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,935 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,"Rs. 5,89,610",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Manual,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,935 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,"Rs. 6,42,610",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Automatic,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,935 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,"Rs. 6,43,350",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Manual,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,935 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Automatic,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,935 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,"Rs. 6,73,350",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Manual,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,935 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,"Rs. 7,18,950",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Manual,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,935 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,"Rs. 7,90,350",Diesel,75PS@4000rpm,190NM@1750-2250RPM,1186 cc,37 litres,Automatic,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Grand I10 Nios,Asta 1.2 Crdi,"Rs. 8,04,450",Diesel,75PS@4000rpm,190NM@1750-2250RPM,1186 cc,37 litres,Manual,Hatchback,5.0,20.7 km/litre,3805 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent,S 1.2,"Rs. 6,43,769",Petrol,83PS@6000rpm,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,20.14 km/litre,3995 mm,1660 mm,1520 mm,,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent,S At 1.2,"Rs. 7,33,734",Petrol,82PS@6000rpm,114Nm@6000rpm,1197 cc,43 litres,Automatic,Sedan,5.0,17.36 km/litre,3995 mm,1660 mm,1520 mm,,165 mm,Solid Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent,Sx 1.2,"Rs. 7,05,546",Petrol,82PS@6000rpm,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,20.14 km/litre,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Solid Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent,Sx 1.2 (O),"Rs. 7,82,346",Petrol,82PS@6000rpm,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent,S 1.2 Crdi,"Rs. 7,42,033",Diesel,72PS@4000rpm,180Nm@1750rpm,1120 cc,43 litres,Manual,Sedan,5.0,,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent,E,"Rs. 5,81,078",Petrol,83PS@6000rpm,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent,Sx 1.2 Crdi,"Rs. 7,98,558",Diesel,75PS@4000rpm,190NM@1750-2250RPM,1120 cc,43 litres,Manual,Sedan,5.0,25.4 km/litre,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent,Sx 1.2 Crdi (O),"Rs. 8,75,358",Diesel,72PS@4000rpm,190NM@1750-2250RPM,1120 cc,43 litres,Manual,Sedan,5.0,25.4 km/litre,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent,E Crdi,"Rs. 6,73,261",Diesel,75PS@4000rpm,190NM@1750-2250RPM,1197 cc,43 litres,Manual,Sedan,5.0,,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Nissan,Micra,Xl (O) Cvt,"Rs. 6,62,880",Petrol,77PS@6000rpm,104Nm@4000rpm,1198 cc,41 litres,Automatic,Hatchback,5.0,19.34 km/litre,3825 mm,1665 mm,1530 mm,930 kg,154 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
