Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Power,Torque,Displacement,Fuel_Tank_Capacity,Type,Body_Type,Seating_Capacity,ARAI_Certified_Mileage,Length,Width,Height,Kerb_Weight,Ground_Clearance,Front_Brakes,Rear_Brakes,ABS_(Anti-lock_Braking_System),Airbags
Nissan,Micra,Xv Cvt,"Rs. 7,81,686",Petrol,77PS@6000rpm,104Nm@4400rpm,1198 cc,41 litres,Automatic,Hatchback,5.0,19.34 km/litre,3825 mm,1665 mm,1530 mm,,154 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Nissan,Micra,Xld (O),"Rs. 7,43,504",Diesel,64PS@4000rpm,160Nm@2000rpm,1461 cc,41 litres,Manual,Hatchback,5.0,23.08 km/litre,3825 mm,1665 mm,1525 mm,,150 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Nissan,Micra,Xvd,"Rs. 8,12,964",Diesel,64PS@4000rpm,160Nm@2000rpm,1461 cc,41 litres,Manual,Hatchback,5.0,23.08 km/litre,3825 mm,1665 mm,1525 mm,1001 kg,150 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger side airbag"
Mahindra,Bolero,Zlx,"Rs. 9,42,263",Diesel,63PS@3200rpm,195Nm@1400-2200rpm,2523 cc,60 litres,Manual,SUV,7.0,15.96 km/litre,4107 mm,1745 mm,1880 mm,1615 kg,180 mm,Ventilated Disc,Drum,,
Mahindra,Bolero,Slx,"Rs. 9,17,055",Diesel,63PS@3200rpm,195Nm@1400-2200rpm,2523 cc,60 litres,Manual,SUV,7.0,15.96 km/litre,4107 mm,1745 mm,1880 mm,1615 kg,180 mm,Ventilated Disc,Drum,,
Mahindra,Bolero,Sle,"Rs. 8,60,720",Diesel,63PS@3200rpm,195Nm@1400-2200rpm,2523 cc,60 litres,Manual,SUV,7.0,15.96 km/litre,4107 mm,1745 mm,1880 mm,1615 kg,180 mm,Ventilated Disc,Drum,,
Mahindra,Bolero,Ex,"Rs. 8,15,883",Diesel,63PS@3200rpm,195Nm@1400-2200rpm,2523 cc,60 litres,Manual,SUV,7.0,15.96 km/litre,4221 mm,1745 mm,1910 mm,1615 kg,183 mm,Ventilated Disc,Drum,,
Mahindra,Bolero,Ex Non Ac,"Rs. 7,73,678",Diesel,63PS@3200rpm,195Nm@1400-2200rpm,2523 cc,60 litres,Manual,SUV,7.0,15.96 km/litre,4221 mm,1745 mm,1910 mm,1615 kg,183 mm,Ventilated Disc,Drum,,
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,"Rs. 11,02,689",Diesel,89Bhp@4000RPM,200Nm@1750rpm,1248 cc,43 litres,Manual,Sedan,5.0,28.09 km/litre,4490 mm,1730 mm,1485 mm,1105 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",Diesel,89Bhp@4000RPM,200Nm@1750rpm,1248 cc,43 litres,Manual,Sedan,5.0,28.09 km/litre,4490 mm,1730 mm,1485 mm,1105 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,"Rs. 9,80,689",Diesel,89Bhp@4000RPM,200Nm@1750rpm,1248 cc,43 litres,Manual,Sedan,5.0,28.09 km/litre,4490 mm,1730 mm,1485 mm,1105 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,"Rs. 10,62,689",Diesel,89Bhp@4000RPM,200Nm@1750rpm,1248 cc,43 litres,Manual,Sedan,5.0,28.09 km/litre,4490 mm,1730 mm,1485 mm,1105 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,"Rs. 8,19,689",Petrol,103Bhp@6000rpm,138Nm@4400rpm,1462 cc,43 litres,Manual,Sedan,5.0,21.56 km/litre,4490 mm,1730 mm,1485 mm,1010 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,"Rs. 8,81,689",Petrol,103Bhp@6000rpm,138Nm@4400rpm,1462 cc,43 litres,Manual,Sedan,5.0,21.56 km/litre,4490 mm,1730 mm,1485 mm,1010 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,"Rs. 9,58,689",Petrol,103Bhp@6000rpm,138Nm@4400rpm,1462 cc,43 litres,Manual,Sedan,5.0,21.56 km/litre,4490 mm,1730 mm,1485 mm,1010 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,"Rs. 9,97,689",Petrol,103Bhp@6000rpm,138Nm@4400rpm,1462 cc,43 litres,Manual,Sedan,5.0,21.56 km/litre,4490 mm,1730 mm,1485 mm,1010 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,"Rs. 9,80,689",Petrol,103Bhp@6000rpm,138Nm@4400rpm,1462 cc,43 litres,Automatic,Sedan,5.0,20.28 km/litre,4490 mm,1730 mm,1485 mm,1010 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,"Rs. 10,58,688",Petrol,103Bhp@6000rpm,138Nm@4400rpm,1462 cc,43 litres,Automatic,Sedan,5.0,20.28 km/litre,4490 mm,1730 mm,1485 mm,1010 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,"Rs. 10,98,689",Petrol,103Bhp@6000rpm,138Nm@4400rpm,1462 cc,43 litres,Automatic,Sedan,5.0,20.28 km/litre,4490 mm,1730 mm,1485 mm,1010 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Alpha,"Rs. 11,38,189",Diesel,94Bhp@4000RPM,225Nm@1500-2250rpm,1498 cc,43 litres,Manual,Sedan,5.0,26.82 km/litre,4490 mm,1730 mm,1485 mm,1105 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Delta,"Rs. 9,97,689",Diesel,94Bhp@4000RPM,225Nm@1500-2250rpm,1498 cc,43 litres,Manual,Sedan,5.0,26.32 km/litre,4490 mm,1730 mm,1485 mm,1105 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Ciaz,1.5L Zeta,"Rs. 11,09,189",Diesel,94Bhp@4000RPM,225Nm@1500-2250rpm,1498 cc,43 litres,Manual,Sedan,5.0,26.32 km/litre,4490 mm,1730 mm,1485 mm,1105 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.6 Mpi Ambition,"Rs. 9,98,599",Petrol,105PS@5250rpm,153Nm@3750-3800rpm,1598 cc,55 litres,Manual,Sedan,5.0,15.41 km/litre,4413 mm,1699 mm,1466 mm,1137 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.5 Tdi Cr Active,"Rs. 10,06,139",Diesel,110PS@4000rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Manual,Sedan,5.0,21.13 km/litre,4413 mm,1699 mm,1466 mm,1210 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.6 Mpi Active,"Rs. 8,81,916",Petrol,105PS@5250rpm,153Nm@3750-3800rpm,1598 cc,55 litres,Manual,Sedan,5.0,15.41 km/litre,4413 mm,1699 mm,1466 mm,1137 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.5 Tdi Cr Ambition,"Rs. 11,29,599",Diesel,110PS@4000rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Manual,Sedan,5.0,21.13 km/litre,4413 mm,1699 mm,1466 mm,1210 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.5 Tdi Cr Ambition At,"Rs. 12,49,599",Diesel,110PS@4000rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Automatic,Sedan,5.0,21.72 km/litre,4413 mm,1699 mm,1466 mm,1228 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.6 Mpi Style At,"Rs. 12,43,599",Petrol,105PS@5250rpm,153Nm@3750-3800rpm,1598 cc,55 litres,Automatic,Sedan,5.0,14.84 km/litre,4413 mm,1699 mm,1466 mm,1187 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.5 Tdi Cr Style At,"Rs. 13,99,599",Diesel,110PS@4000rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Automatic,Sedan,5.0,21.72 km/litre,4413 mm,1699 mm,1466 mm,1228 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.5 Tdi Cr Style,"Rs. 12,73,599",Diesel,110PS@4000rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Manual,Sedan,5.0,21.13 km/litre,4413 mm,1699 mm,1466 mm,1210 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.6 Mpi Style,"Rs. 11,15,599",Petrol,105PS@5250rpm,153Nm@3750-3800rpm,1598 cc,55 litres,Manual,Sedan,5.0,15.41 km/litre,4413 mm,1699 mm,1466 mm,1137 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,1.6 Mpi Ambition At,"Rs. 9,99,599",Petrol,105PS@5250rpm,153Nm@3750-3800rpm,1598 cc,55 litres,Automatic,Sedan,5.0,14.84 km/litre,4413 mm,1699 mm,1466 mm,1187 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,Onyx Mt Petrol,"Rs. 9,75,599",Petrol,105PS@5250rpm,153Nm@3750-3800rpm,1598 cc,55 litres,Manual,Sedan,5.0,15.41 km/litre,4413 mm,1699 mm,1466 mm,1137 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,Onyx At Petrol,"Rs. 10,99,599",Petrol,105PS@5250rpm,153Nm@3750-3800rpm,1598 cc,55 litres,Automatic,Sedan,5.0,14.84 km/litre,4413 mm,1699 mm,1466 mm,1187 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,Onyx Mt Diesel,"Rs. 11,58,599",Diesel,110PS@4000rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Manual,Sedan,5.0,21.13 km/litre,4413 mm,1699 mm,1466 mm,1210 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Skoda,Rapid,Onyx At Diesel,"Rs. 12,73,599",Diesel,110PS@4000rpm,250Nm@1500-2500rpm,1498 cc,55 litres,Automatic,Sedan,5.0,21.72 km/litre,4413 mm,1699 mm,1466 mm,1228 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Fiat,Abarth Punto,1.4 T-Jet,"Rs. 9,80,970",Petrol,145PS@5500rpm,212Nm@2000-4000rpm,1368 cc,,Manual,Hatchback,5.0,16.3 km/litre,3989 mm,1687 mm,1505 mm,,155 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.4 Crdi E Plus,"Rs. 9,99,990",Diesel,90PS@4000rpm,220Nm@1500-2750rpm,1396 cc,55 litres,Manual,SUV,5.0,21.38 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Vtvt E Plus,"Rs. 9,99,990",Petrol,123PS@6400rpm,151Nm@4850rpm,1591 cc,55 litres,Manual,SUV,5.0,15.29 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Vtvt Sx,"Rs. 12,32,534",Petrol,123PS@6400rpm,151Nm@4850rpm,1591 cc,55 litres,Manual,SUV,5.0,15.29 km/litre,4270 mm,1780 mm,1630 mm,1180 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Vtvt Sx (O),"Rs. 13,94,437",Petrol,123PS@6400rpm,151Nm@4850rpm,1591 cc,55 litres,Manual,SUV,5.0,15.29 km/litre,4270 mm,1780 mm,1630 mm,1180 kg,190 mm,Ventilated Disc,Drum,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags"
Hyundai,Creta,1.6 Vtvt Sx At,"Rs. 13,77,363",Petrol,123PS@6400rpm,151Nm@4850rpm,1591 cc,55 litres,Automatic,SUV,5.0,15.29 km/litre,4270 mm,1780 mm,1630 mm,1180 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Vtvt Sx Dual Tone,"Rs. 12,87,041",Petrol,123PS@6400rpm,151Nm@4850rpm,1591 cc,55 litres,Automatic,SUV,5.0,15.29 km/litre,4270 mm,1780 mm,1630 mm,1180 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.4 Crdi S,"Rs. 11,97,919",Diesel,90PS@4000rpm,220Nm@1500-2750rpm,1396 cc,55 litres,Manual,SUV,5.0,21.38 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Crdi Sx,"Rs. 13,66,797",Diesel,128ps@4000rpm,260Nm@1900-2750rpm,1582 cc,55 litres,Manual,SUV,5.0,19.67 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Crdi Sx (O),"Rs. 15,43,564",Diesel,128ps@4000rpm,260Nm@1900-2750rpm,1582 cc,55 litres,Manual,SUV,5.0,19.67 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags"
Hyundai,Creta,1.6 Crdi Sx At,"Rs. 15,27,395",Diesel,128ps@4000rpm,260Nm@1900-2750rpm,1582 cc,55 litres,Automatic,SUV,5.0,17.01 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Crdi Sx Dual Tone,"Rs. 14,21,208",Diesel,128ps@4000rpm,260Nm@1900-2750rpm,1582 cc,55 litres,Manual,SUV,5.0,19.67 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Crdi S At,"Rs. 13,36,033",Diesel,128ps@4000rpm,260Nm@1900-2750rpm,1582 cc,55 litres,Automatic,SUV,5.0,17.01 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Vtvt Sx (O) Executive,"Rs. 14,22,937",Petrol,121bhp@6400rpm,151Nm@4850rpm,1591 cc,55 litres,Manual,SUV,5.0,15.29 km/litre,4270 mm,1780 mm,1630 mm,1180 kg,190 mm,Ventilated Disc,Drum,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags"
Hyundai,Creta,1.6 Crdi Sx (O) Executive,"Rs. 15,72,064",Diesel,126bhp@4000RPM,260Nm@1900-2750rpm,1582 cc,55 litres,Manual,SUV,5.0,19.67 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags"
Hyundai,Creta,1.4 Crdi Ex,"Rs. 11,07,167",Diesel,90PS@4000rpm,220Nm@1500-2750rpm,1396 cc,55 litres,Manual,SUV,5.0,21.38 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,1.6 Vtvt Ex,"Rs. 10,92,192",Petrol,123PS@6400rpm,151Nm@4850rpm,1591 cc,55 litres,Manual,SUV,5.0,15.29 km/litre,4270 mm,1780 mm,1630 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,Sports Edition Petrol,"Rs. 12,79,983",Petrol,123PS@6400rpm,151Nm@4850rpm,1591 cc,55 litres,Manual,SUV,5.0,15.29 km/litre,4270 mm,1780 mm,1630 mm,1180 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Creta,Sports Edition Diesel,"Rs. 14,14,247",Diesel,128ps@4000rpm,260Nm@1900-2750rpm,1582 cc,55 litres,Manual,SUV,5.0,19.67 km/litre,4270 mm,1780 mm,1665 mm,,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Harrier,Revotorq Xe,"Rs. 13,45,363",Diesel,140PS@3750rpm,350Nm@1750-2500rpm,1956 cc,50 litres,Manual,SUV,5.0,16.7 km/litre,4598 mm,1894 mm,1706 mm,,205 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Harrier,Revotorq Xm,"Rs. 14,71,368",Diesel,140PS@3750rpm,350Nm@1750-2500rpm,1956 cc,50 litres,Manual,SUV,5.0,16.7 km/litre,4598 mm,1894 mm,1706 mm,,205 mm,Ventilated Disc,Drum,Yes,"Front passenger frontal airbag, Driver frontal airbag"
Tata,Harrier,Revotorq Xt,"Rs. 15,91,368",Diesel,140PS@3750rpm,350Nm@1750-2500rpm,1956 cc,50 litres,Manual,Hatchback,5.0,16.7 km/litre,4598 mm,1894 mm,1706 mm,1080 kg,205 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",Diesel,140PS@3750rpm,350Nm@1750-2500rpm,1956 cc,50 litres,Manual,Hatchback,5.0,16.7 km/litre,4598 mm,1894 mm,1706 mm,,205 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Harrier,Revotorq Xz Dual Tone,"Rs. 17,32,231",Diesel,140PS@3750rpm,350Nm@1750-2500rpm,1956 cc,50 litres,Manual,Hatchback,5.0,16.7 km/litre,4598 mm,1894 mm,1706 mm,,205 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Harrier,Revotorq Dark Edition,"Rs. 17,30,755",Diesel,140PS@3750rpm,350Nm@1750-2500rpm,1956 cc,50 litres,Manual,Hatchback,5.0,16.7 km/litre,4598 mm,1894 mm,1706 mm,,205 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Isuzu,Dmax V-Cross,Standard,"Rs. 16,54,783",Diesel,134PS@3600RPM,320NM@1800-2800RPM,2499 cc,,Manual,Pick-up,5.0,10.3 km/litre,5295 mm,1860 mm,1840 mm,1935 kg,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Isuzu,Dmax V-Cross,High Z,"Rs. 18,06,813",Diesel,134HP@3600RPM,320NM@1800-2800RPM,2499 cc,,Manual,Pick-up,5.0,10.3 km/litre,5295 mm,1860 mm,1840 mm,1945 kg,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Isuzu,Dmax V-Cross,Z Prestige,"Rs. 19,99,000",Diesel,150PS@3600rpm,350Nm@1800-2800rpm,1898 cc,,Automatic,Pick-up,5.0,10.3 km/litre,5295 mm,1860 mm,1855 mm,1935 kg,225 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag"
Mitsubishi,Outlander,2.4L Outlander,"Rs. 26,93,000",Petrol,167PS@6000RPM,222Nm@4100RPM,2360 cc,60 litres,Automatic,SUV,7.0,9.62 km/litre,4695 mm,1810 mm,1710 mm,1602 kg,190 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Rear passenger head airbags, Driver knee airbag, Rear passenger curtain airbags"
,Mercedes-Benz Gla-Class,200 Sport,"Rs. 34,38,000",Petrol,183PS@5500rpm,300Nm@1200-1400rpm,1991 cc,50 litres,Automatic,SUV,5.0,13.8 km/litre,4424 mm,1804 mm,1494 mm,1525 kg,183 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag"
,Mercedes-Benz Gla-Class,200 D Style,"Rs. 32,33,000",Diesel,136PS@4000rpm,300Nm@1600-3000rpm,2143 cc,70 litres,Automatic,SUV,5.0,17.9 km/litre,4424 mm,1804 mm,1494 mm,1585 kg,183 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag"
,Mercedes-Benz Gla-Class,200 D Sport,"Rs. 35,64,000",Diesel,136PS@4000rpm,300Nm@1600-3000rpm,2143 cc,70 litres,Automatic,SUV,5.0,17.9 km/litre,4424 mm,1804 mm,1494 mm,1585 kg,183 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag"
,Mercedes-Benz Gla-Class,45 Amg 4Matic,"Rs. 77,84,944",Petrol,360PS@6000rpm,450Nm@2250-5000rpm,1991 cc,50 litres,Automatic,SUV,5.0,13.8 km/litre,4445 mm,1804 mm,1479 mm,1720 kg,183 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags"
,Mercedes-Benz Gla-Class,220 D 4Matic,"Rs. 38,64,000",Diesel,170PS@4000RPM,350Nm@1400-3400rpm,2143 cc,70 litres,Automatic,SUV,5.0,17.9 km/litre,4424 mm,1804 mm,1494 mm,1585 kg,183 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag"
,Mercedes-Benz Gla-Class,45 Aero Edition,"Rs. 80,67,000",Petrol,375PS@6000rpm,475Nm@2250-5000rpm,1991 cc,50 litres,Automatic,SUV,5.0,13.8 km/litre,4445 mm,1804 mm,1479 mm,1720 kg,183 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags"
Honda,Accord Hybrid,2.0 At,"Rs. 43,21,237",Hybrid,145PS@6200rpm,175Nm@4000rpm,1993 cc,60 litres,Automatic,Sedan,5.0,23.1 km/litre,4933 mm,1849 mm,1464 mm,1620 kg,155 mm,Ventilated Disc,Solid Disc,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag"
Bmw,5-Series,520D Luxury Line,"Rs. 59,30,000",Diesel,190PS@4000rpm,400Nm@1750-2500rpm,1995 cc,70 litres,Automatic,Sedan,5.0,18.12 km/litre,4907 mm,1860 mm,1464 mm,1705 kg,158 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags"
Bmw,5-Series,530D M Sport,"Rs. 66,80,000",Diesel,258PS@4000rpm,560Nm@1500-3000rpm,2993 cc,70 litres,Automatic,Sedan,5.0,14.69 km/litre,4907 mm,1860 mm,1464 mm,1705 kg,158 mm,Ventilated Disc,Ventilated Disc,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag"
Bmw,5-Series,530I M Sport,"Rs. 59,80,000",Petrol,252PS@5200rpm,350Nm@1450-4800rpm,1998 cc,70 litres,Automatic,Sedan,5.0,15.01 km/litre,4907 mm,1860 mm,1464 mm,1705 kg,158 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag"
Bmw,6-Series,630D Gt Luxury Line,"Rs. 68,90,000",Diesel,265PS@4000RPM,620Nm@2000-2500RPM,2993 cc,88 litres,Automatic,Sedan,4.0,16.46 km/litre,5219 mm,2142 mm,1481 mm,1865 kg,152 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
Bmw,6-Series,630D Gt M Sport,"Rs. 74,50,000",Diesel,265PS@4000RPM,620Nm@2000-2500RPM,2993 cc,88 litres,Automatic,Sedan,4.0,16.46 km/litre,5219 mm,2142 mm,1481 mm,1865 kg,152 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag"
Bmw,6-Series,630I Gt Luxury Line,"Rs. 64,40,000",Petrol,450PS@5500rpm,,4395 cc,70 litres,Automatic,Coupe,4.0,7.94 km/litre,4894 mm,1894 mm,1369 mm,,124 mm,Ventilated Disc,Ventilated Disc,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag"
Bmw,6-Series,620D Gt Luxury Line,"Rs. 64,40,000",Diesel,188PS@4000RPM,400NM@1750rpm,1995 cc,66 litres,Automatic,Sedan,4.0,21.76 km/litre,5091 mm,1902 mm,1538 mm,1720 kg,138 mm,Ventilated Disc,Ventilated Disc,Yes,"Driver head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
